,Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating,Unnamed: 0
1757,532-59-7201,B,Abuja,Member,Male,Sports and travel,28774.8,6,8632.44,181281.24,1/31/2019,14:04,Cash,172648.8,4.761904762,8632.44,5.5,1425.0
1758,276-54-0879,B,Abuja,Normal,Male,Sports and travel,35186.4,4,7037.28,147782.88,3/12/2019,19:53,Epay,140745.6,4.761904762,7037.28,6.4,1426.0
1759,730-61-8757,B,Abuja,Member,Male,Health and beauty,18406.8,4,3681.36,77308.56,1/25/2019,10:11,Card,73627.2,4.761904762,3681.36,4.0,1427.0
1760,868-81-1752,B,Abuja,Normal,Male,Home and lifestyle,7927.2,9,3567.24,74912.04,2/7/2019,18:48,Cash,71344.8,4.761904762,3567.24,6.8,1428.0
1761,692-27-8933,B,Abuja,Normal,Female,Sports and travel,20862.0,6,6258.6,131430.6,2/24/2019,13:02,Cash,125172.0,4.761904762,6258.6,5.2,1429.0
1762,374-17-3652,B,Abuja,Member,Female,Food and beverages,15415.2,9,6936.84,145673.64,2/5/2019,15:26,Card,138736.8,4.761904762,6936.84,8.9,1430.0
1763,378-07-7001,B,Abuja,Member,Male,Electronic accessories,17312.4,3,2596.86,54534.06,2/10/2019,18:23,Card,51937.2,4.761904762,2596.86,7.8,1431.0
1764,433-75-6987,B,Abuja,Member,Female,Health and beauty,20149.2,7,7052.22,148096.62,3/5/2019,19:06,Epay,141044.4,4.761904762,7052.22,8.9,1432.0
1765,873-95-4984,B,Abuja,Member,Female,Health and beauty,27684.0,7,9689.4,203477.4,2/15/2019,20:21,Cash,193788.0,4.761904762,9689.4,7.7,1433.0
1766,400-45-1220,B,Abuja,Normal,Female,Health and beauty,4860.0,10,2430.0,51030.0,2/27/2019,11:06,Card,48600.0,4.761904762,2430.0,4.8,1434.0
1767,115-99-4379,B,Abuja,Member,Female,Fashion accessories,19702.8,7,6895.98,144815.58,3/14/2019,19:02,Card,137919.6,4.761904762,6895.98,8.5,1435.0
1768,565-67-6697,B,Abuja,Member,Male,Home and lifestyle,9720.0,9,4374.0,91854.0,3/2/2019,14:16,Cash,87480.0,4.761904762,4374.0,4.8,1436.0
1769,889-04-9723,B,Abuja,Member,Female,Food and beverages,32090.4,4,6418.08,134779.68,1/7/2019,12:20,Card,128361.6,4.761904762,6418.08,7.8,1437.0
1770,453-63-6187,B,Abuja,Normal,Male,Electronic accessories,9900.0,3,1485.0,31185.0,3/1/2019,15:40,Epay,29700.0,4.761904762,1485.0,6.5,1438.0
1771,578-80-7669,B,Abuja,Normal,Male,Sports and travel,26989.2,1,1349.46,28338.66,3/16/2019,16:58,Cash,26989.2,4.761904762,1349.46,5.6,1439.0
1772,201-86-2184,B,Abuja,Member,Female,Electronic accessories,9453.6,7,3308.76,69483.96,2/2/2019,19:40,Cash,66175.2,4.761904762,3308.76,9.9,1440.0
1773,261-12-8671,B,Abuja,Normal,Female,Fashion accessories,21945.6,2,2194.56,46085.76,1/25/2019,19:39,Card,43891.2,4.761904762,2194.56,4.9,1441.0
1774,843-01-4703,B,Abuja,Member,Female,Home and lifestyle,12736.8,9,5731.56,120362.76,1/5/2019,19:50,Card,114631.2,4.761904762,5731.56,9.6,1442.0
1775,182-69-8360,B,Abuja,Normal,Female,Electronic accessories,8514.0,4,1702.8,35758.8,1/30/2019,13:32,Card,34056.0,4.761904762,1702.8,4.0,1443.0
1776,868-52-7573,B,Abuja,Normal,Female,Food and beverages,35888.4,5,8972.1,188414.1,1/14/2019,12:09,Cash,179442.0,4.761904762,8972.1,9.9,1444.0
1777,525-88-7307,B,Abuja,Member,Male,Sports and travel,27295.2,1,1364.76,28659.96,1/31/2019,13:19,Cash,27295.2,4.761904762,1364.76,5.8,1445.0
1778,596-42-3999,B,Abuja,Normal,Male,Food and beverages,6559.2,7,2295.72,48210.12,3/10/2019,14:04,Card,45914.4,4.761904762,2295.72,6.6,1446.0
1779,173-82-9529,B,Abuja,Normal,Female,Fashion accessories,13662.0,10,6831.0,143451.0,1/26/2019,14:51,Cash,136620.0,4.761904762,6831.0,9.7,1447.0
1780,760-54-1821,B,Abuja,Normal,Male,Home and lifestyle,4892.4,9,2201.58,46233.18,3/15/2019,10:26,Cash,44031.6,4.761904762,2201.58,5.8,1448.0
1781,793-10-3222,B,Abuja,Member,Female,Health and beauty,14781.6,6,4434.48,93124.08,3/5/2019,13:30,Card,88689.6,4.761904762,4434.48,8.3,1449.0
1782,346-12-3257,B,Abuja,Member,Male,Electronic accessories,6926.4,9,3116.88,65454.48,3/4/2019,16:28,Cash,62337.6,4.761904762,3116.88,8.0,1450.0
1783,831-64-0259,B,Abuja,Normal,Female,Fashion accessories,14310.0,5,3577.5,75127.5,2/22/2019,10:43,Epay,71550.0,4.761904762,3577.5,9.6,1451.0
1784,725-32-9708,B,Abuja,Member,Female,Fashion accessories,24735.6,4,4947.12,103889.52,1/4/2019,19:01,Cash,98942.4,4.761904762,4947.12,4.1,1452.0
1785,244-08-0162,B,Abuja,Normal,Female,Health and beauty,12315.6,10,6157.8,129313.8,1/2/2019,13:00,Cash,123156.0,4.761904762,6157.8,5.1,1453.0
1786,569-71-4390,B,Abuja,Normal,Male,Sports and travel,7873.2,2,787.32,16533.72,1/25/2019,14:29,Epay,15746.4,4.761904762,787.32,6.9,1454.0
1787,268-03-6164,B,Abuja,Normal,Male,Health and beauty,34599.6,1,1729.98,36329.58,1/25/2019,16:28,Epay,34599.6,4.761904762,1729.98,7.8,1455.0
1788,848-07-1692,B,Abuja,Normal,Female,Health and beauty,20599.2,2,2059.92,43258.32,1/12/2019,17:13,Epay,41198.4,4.761904762,2059.92,8.3,1456.0
1789,301-81-8610,B,Abuja,Member,Male,Fashion accessories,9151.2,8,3660.48,76870.08,3/19/2019,19:42,Card,73209.6,4.761904762,3660.48,6.7,1457.0
1790,198-84-7132,B,Abuja,Member,Male,Fashion accessories,14619.6,9,6578.82,138155.22,1/2/2019,13:40,Cash,131576.4,4.761904762,6578.82,7.0,1458.0
1791,650-98-6268,B,Abuja,Member,Female,Food and beverages,7513.2,3,1126.98,23666.58,3/20/2019,13:53,Card,22539.6,4.761904762,1126.98,8.0,1459.0
1792,741-73-3559,B,Abuja,Normal,Male,Sports and travel,24217.2,5,6054.3,127140.3,2/27/2019,17:27,Cash,121086.0,4.761904762,6054.3,6.9,1460.0
1793,286-75-7818,B,Abuja,Normal,Male,Fashion accessories,24868.8,2,2486.88,52224.48,1/31/2019,19:48,Card,49737.6,4.761904762,2486.88,6.9,1461.0
1794,616-87-0016,B,Abuja,Normal,Male,Fashion accessories,34394.4,7,12038.04,252798.84,3/9/2019,14:36,Card,240760.8,4.761904762,12038.04,9.6,1462.0
1795,837-55-7229,B,Abuja,Normal,Female,Fashion accessories,17078.4,1,853.92,17932.32,2/22/2019,18:19,Card,17078.4,4.761904762,853.92,6.8,1463.0
1796,394-30-3170,B,Abuja,Member,Female,Sports and travel,31834.8,8,12733.92,267412.32,3/22/2019,19:35,Card,254678.4,4.761904762,12733.92,4.3,1464.0
1797,390-80-5128,B,Abuja,Member,Female,Health and beauty,6894.0,1,344.7,7238.7,1/28/2019,17:58,Card,6894.0,4.761904762,344.7,9.5,1465.0
1798,296-11-7041,B,Abuja,Member,Female,Health and beauty,9745.2,1,487.26,10232.46,1/12/2019,20:07,Card,9745.2,4.761904762,487.26,5.3,1466.0
1799,449-27-2918,B,Abuja,Member,Female,Sports and travel,14083.2,1,704.16,14787.36,3/26/2019,11:02,Card,14083.2,4.761904762,704.16,9.6,1467.0
1800,891-01-7034,B,Abuja,Normal,Female,Electronic accessories,26895.6,6,8068.68,169442.28,1/1/2019,19:07,Cash,161373.6,4.761904762,8068.68,6.7,1468.0
1801,744-09-5786,B,Abuja,Normal,Male,Electronic accessories,7923.6,6,2377.08,49918.68,1/2/2019,18:50,Cash,47541.6,4.761904762,2377.08,7.6,1469.0
1802,767-54-1907,B,Abuja,Member,Female,Fashion accessories,10641.6,5,2660.4,55868.4,2/13/2019,16:59,Cash,53208.0,4.761904762,2660.4,6.9,1470.0
1803,710-46-4433,B,Abuja,Member,Female,Food and beverages,27864.0,9,12538.8,263314.8,2/15/2019,14:15,Card,250776.0,4.761904762,12538.8,4.5,1471.0
1804,533-33-5337,B,Abuja,Normal,Male,Electronic accessories,28580.4,10,14290.2,300094.2,2/7/2019,20:24,Cash,285804.0,4.761904762,14290.2,6.2,1472.0
1805,234-03-4040,B,Abuja,Member,Female,Food and beverages,26298.0,10,13149.0,276129.0,3/3/2019,12:25,Card,262980.0,4.761904762,13149.0,8.7,1473.0
1806,554-53-3790,B,Abuja,Normal,Male,Sports and travel,13327.2,6,3998.16,83961.36,3/22/2019,18:33,Cash,79963.2,4.761904762,3998.16,4.5,1474.0
1807,731-59-7531,B,Abuja,Member,Male,Health and beauty,26125.2,8,10450.08,219451.68,3/30/2019,17:58,Cash,209001.6,4.761904762,10450.08,4.6,1475.0
1808,701-69-8742,B,Abuja,Normal,Male,Sports and travel,12373.2,10,6186.6,129918.6,3/16/2019,10:11,Epay,123732.0,4.761904762,6186.6,6.7,1476.0
1809,305-18-3552,B,Abuja,Member,Male,Home and lifestyle,21736.8,10,10868.4,228236.4,2/12/2019,16:19,Cash,217368.0,4.761904762,10868.4,6.0,1477.0
1810,438-01-4015,B,Abuja,Member,Female,Sports and travel,17816.4,4,3563.28,74828.88,3/21/2019,15:25,Epay,71265.6,4.761904762,3563.28,6.6,1478.0
1811,709-58-4068,B,Abuja,Normal,Female,Fashion accessories,14792.4,10,7396.2,155320.2,2/28/2019,14:42,Cash,147924.0,4.761904762,7396.2,7.3,1479.0
1812,627-95-3243,B,Abuja,Member,Female,Home and lifestyle,27964.8,9,12584.16,264267.36,2/4/2019,13:21,Epay,251683.2,4.761904762,12584.16,9.8,1480.0
1813,686-41-0932,B,Abuja,Normal,Female,Fashion accessories,12492.0,2,1249.2,26233.2,3/13/2019,19:48,Epay,24984.0,4.761904762,1249.2,8.2,1481.0
1814,608-04-3797,B,Abuja,Member,Female,Health and beauty,9115.2,8,3646.08,76567.68,3/5/2019,20:24,Epay,72921.6,4.761904762,3646.08,8.7,1482.0
1815,437-53-3084,B,Abuja,Normal,Male,Fashion accessories,35960.4,2,3596.04,75516.84,2/26/2019,11:48,Epay,71920.8,4.761904762,3596.04,7.1,1483.0
1816,632-32-4574,B,Abuja,Normal,Male,Sports and travel,27331.2,8,10932.48,229582.08,3/20/2019,14:14,Cash,218649.6,4.761904762,10932.48,5.5,1484.0
1817,401-18-8016,B,Abuja,Member,Female,Sports and travel,35326.8,1,1766.34,37093.14,1/21/2019,17:36,Cash,35326.8,4.761904762,1766.34,8.9,1485.0
1818,277-63-2961,B,Abuja,Member,Male,Sports and travel,26629.2,1,1331.46,27960.66,2/3/2019,15:53,Card,26629.2,4.761904762,1331.46,5.4,1486.0
1819,282-35-2475,B,Abuja,Normal,Female,Sports and travel,33591.6,2,3359.16,70542.36,3/25/2019,17:53,Cash,67183.2,4.761904762,3359.16,6.3,1487.0
1820,511-54-3087,B,Abuja,Normal,Male,Sports and travel,31842.0,1,1592.1,33434.1,2/25/2019,16:36,Card,31842.0,4.761904762,1592.1,9.5,1488.0
1821,387-49-4215,B,Abuja,Member,Female,Sports and travel,17460.0,3,2619.0,54999.0,1/8/2019,12:50,Cash,52380.0,4.761904762,2619.0,6.7,1489.0
1822,862-17-9201,B,Abuja,Normal,Female,Food and beverages,30258.0,6,9077.4,190625.4,1/29/2019,10:48,Card,181548.0,4.761904762,9077.4,7.7,1490.0
1823,291-21-5991,B,Abuja,Member,Male,Health and beauty,22064.4,5,5516.1,115838.1,3/29/2019,14:28,Cash,110322.0,4.761904762,5516.1,7.0,1491.0
1824,347-72-6115,B,Abuja,Member,Female,Sports and travel,32666.4,7,11433.24,240098.04,1/16/2019,18:03,Card,228664.8,4.761904762,11433.24,6.2,1492.0
1825,425-85-2085,B,Abuja,Member,Male,Health and beauty,19749.6,5,4937.4,103685.4,3/29/2019,16:48,Epay,98748.0,4.761904762,4937.4,9.8,1493.0
1826,734-91-1155,B,Abuja,Normal,Female,Electronic accessories,16455.6,3,2468.34,51835.14,3/26/2019,10:34,Card,49366.8,4.761904762,2468.34,7.7,1494.0
1827,286-62-6248,B,Abuja,Normal,Male,Fashion accessories,14115.6,4,2823.12,59285.52,1/16/2019,20:03,Card,56462.4,4.761904762,2823.12,9.0,1495.0
1828,339-38-9982,B,Abuja,Member,Male,Fashion accessories,21549.6,2,2154.96,45254.16,1/13/2019,14:55,Epay,43099.2,4.761904762,2154.96,6.7,1496.0
1829,827-44-5872,B,Abuja,Member,Female,Food and beverages,19569.6,10,9784.8,205480.8,2/7/2019,11:28,Card,195696.0,4.761904762,9784.8,6.1,1497.0
1830,857-67-9057,B,Abuja,Normal,Male,Electronic accessories,8262.0,10,4131.0,86751.0,2/6/2019,19:20,Epay,82620.0,4.761904762,4131.0,8.2,1498.0
1831,339-12-4827,B,Abuja,Member,Female,Fashion accessories,26625.6,1,1331.28,27956.88,1/5/2019,11:32,Card,26625.6,4.761904762,1331.28,5.0,1499.0
1832,173-50-1108,B,Abuja,Member,Female,Sports and travel,7264.8,4,1452.96,30512.16,2/13/2019,12:14,Card,29059.2,4.761904762,1452.96,5.0,1500.0
1833,841-18-8232,B,Abuja,Normal,Female,Food and beverages,25632.0,1,1281.6,26913.6,1/5/2019,20:40,Card,25632.0,4.761904762,1281.6,9.2,1501.0
1834,701-23-5550,B,Abuja,Member,Male,Home and lifestyle,13971.6,4,2794.32,58680.72,3/19/2019,13:40,Epay,55886.4,4.761904762,2794.32,4.9,1502.0
1835,539-21-7227,B,Abuja,Normal,Female,Sports and travel,18554.4,5,4638.6,97410.6,1/26/2019,17:45,Cash,92772.0,4.761904762,4638.6,4.2,1503.0
1836,747-58-7183,B,Abuja,Normal,Male,Fashion accessories,20617.2,3,3092.58,64944.18,2/9/2019,20:31,Epay,61851.6,4.761904762,3092.58,6.5,1504.0
1837,582-52-8065,B,Abuja,Normal,Female,Fashion accessories,19551.6,9,8798.22,184762.62,2/22/2019,10:49,Cash,175964.4,4.761904762,8798.22,8.9,1505.0
1838,210-57-1719,B,Abuja,Normal,Female,Health and beauty,20966.4,9,9434.88,198132.48,2/5/2019,12:34,Cash,188697.6,4.761904762,9434.88,9.7,1506.0
1839,356-44-8813,B,Abuja,Normal,Male,Home and lifestyle,13492.8,3,2023.92,42502.32,1/20/2019,13:45,Card,40478.4,4.761904762,2023.92,7.7,1507.0
1840,198-66-9832,B,Abuja,Member,Female,Fashion accessories,25934.4,2,2593.44,54462.24,2/4/2019,19:38,Cash,51868.8,4.761904762,2593.44,9.5,1508.0
1841,174-75-0888,B,Abuja,Normal,Male,Electronic accessories,7768.8,9,3495.96,73415.16,3/14/2019,12:32,Cash,69919.2,4.761904762,3495.96,7.3,1509.0
1842,134-54-4720,B,Abuja,Normal,Female,Electronic accessories,15271.2,8,6108.48,128278.08,1/30/2019,13:58,Epay,122169.6,4.761904762,6108.48,5.7,1510.0
1843,514-37-2845,B,Abuja,Normal,Male,Fashion accessories,35730.0,2,3573.0,75033.0,3/20/2019,13:02,Cash,71460.0,4.761904762,3573.0,9.0,1511.0
1844,241-11-2261,B,Abuja,Normal,Female,Fashion accessories,28749.6,7,10062.36,211309.56,1/10/2019,10:33,Card,201247.2,4.761904762,10062.36,5.5,1512.0
1845,834-83-1826,B,Abuja,Member,Female,Home and lifestyle,29534.4,5,7383.6,155055.6,2/25/2019,17:16,Card,147672.0,4.761904762,7383.6,7.6,1513.0
1846,343-61-3544,B,Abuja,Member,Male,Sports and travel,9601.2,10,4800.6,100812.6,1/29/2019,11:48,Cash,96012.0,4.761904762,4800.6,8.6,1514.0
1847,355-34-6244,B,Abuja,Normal,Male,Food and beverages,26060.4,2,2606.04,54726.84,1/13/2019,19:55,Card,52120.8,4.761904762,2606.04,8.1,1515.0
1848,339-96-8318,B,Abuja,Member,Male,Fashion accessories,29271.6,7,10245.06,215146.26,3/1/2019,19:49,Epay,204901.2,4.761904762,10245.06,6.3,1516.0
1849,458-61-0011,B,Abuja,Normal,Male,Food and beverages,21708.0,4,4341.6,91173.6,2/20/2019,18:43,Cash,86832.0,4.761904762,4341.6,5.8,1517.0
1850,207-73-1363,B,Abuja,Normal,Male,Health and beauty,25023.6,2,2502.36,52549.56,3/1/2019,12:15,Epay,50047.2,4.761904762,2502.36,8.1,1518.0
1851,359-90-3665,B,Abuja,Member,Female,Fashion accessories,6508.8,4,1301.76,27336.96,1/14/2019,18:03,Card,26035.2,4.761904762,1301.76,9.5,1519.0
1852,375-72-3056,B,Abuja,Normal,Male,Sports and travel,22701.6,3,3405.24,71510.04,1/19/2019,15:58,Epay,68104.8,4.761904762,3405.24,7.0,1520.0
1853,585-11-6748,B,Abuja,Member,Male,Sports and travel,34848.0,3,5227.2,109771.2,3/15/2019,13:05,Cash,104544.0,4.761904762,5227.2,5.3,1521.0
1854,470-31-3286,B,Abuja,Normal,Male,Health and beauty,5335.2,3,800.28,16805.88,3/1/2019,11:30,Card,16005.6,4.761904762,800.28,8.7,1522.0
1855,642-30-6693,B,Abuja,Normal,Female,Sports and travel,19623.6,6,5887.08,123628.68,3/17/2019,13:54,Epay,117741.6,4.761904762,5887.08,7.8,1523.0
1856,830-58-2383,B,Abuja,Normal,Male,Home and lifestyle,11430.0,4,2286.0,48006.0,2/8/2019,15:26,Cash,45720.0,4.761904762,2286.0,8.6,1524.0
1857,349-97-8902,B,Abuja,Member,Male,Food and beverages,20840.4,2,2084.04,43764.84,1/17/2019,10:37,Epay,41680.8,4.761904762,2084.04,8.9,1525.0
1858,789-23-8625,B,Abuja,Member,Male,Fashion accessories,33559.2,3,5033.88,105711.48,1/24/2019,11:45,Cash,100677.6,4.761904762,5033.88,7.2,1526.0
1859,327-40-9673,B,Abuja,Member,Male,Sports and travel,26136.0,6,7840.8,164656.8,1/13/2019,19:51,Cash,156816.0,4.761904762,7840.8,6.9,1527.0
1860,670-79-6321,B,Abuja,Member,Female,Home and lifestyle,34052.4,7,11918.34,250285.14,1/17/2019,15:27,Card,238366.8,4.761904762,11918.34,4.9,1528.0
1861,852-62-7105,B,Abuja,Normal,Female,Fashion accessories,29970.0,10,14985.0,314685.0,1/12/2019,11:25,Card,299700.0,4.761904762,14985.0,4.4,1529.0
1862,598-06-7312,B,Abuja,Member,Male,Fashion accessories,32886.0,1,1644.3,34530.3,2/16/2019,15:42,Cash,32886.0,4.761904762,1644.3,6.8,1530.0
1863,135-13-8269,B,Abuja,Member,Female,Food and beverages,28396.8,2,2839.68,59633.28,1/26/2019,16:04,Cash,56793.6,4.761904762,2839.68,9.1,1531.0
1864,628-90-8624,B,Abuja,Member,Male,Health and beauty,29728.8,10,14864.4,312152.4,3/14/2019,14:41,Cash,297288.0,4.761904762,14864.4,5.0,1532.0
1865,420-04-7590,B,Abuja,Normal,Male,Home and lifestyle,35892.0,3,5383.8,113059.8,3/18/2019,11:29,Epay,107676.0,4.761904762,5383.8,4.7,1533.0
1866,182-88-2763,B,Abuja,Member,Male,Food and beverages,28767.6,3,4315.14,90617.94,3/20/2019,19:28,Card,86302.8,4.761904762,4315.14,5.0,1534.0
1867,188-55-0967,B,Abuja,Member,Male,Health and beauty,23929.2,10,11964.6,251256.6,1/15/2019,15:01,Card,239292.0,4.761904762,11964.6,5.0,1535.0
1868,364-33-8584,B,Abuja,Member,Female,Food and beverages,6346.8,5,1586.7,33320.7,3/8/2019,15:27,Cash,31734.0,4.761904762,1586.7,8.5,1536.0
1869,665-63-9737,B,Abuja,Normal,Male,Fashion accessories,18871.2,3,2830.68,59444.28,2/27/2019,17:36,Epay,56613.6,4.761904762,2830.68,7.5,1537.0
1870,695-09-5146,B,Abuja,Member,Female,Food and beverages,35564.4,3,5334.66,112027.86,2/23/2019,20:00,Epay,106693.2,4.761904762,5334.66,6.4,1538.0
1871,794-32-2436,B,Abuja,Member,Male,Electronic accessories,20041.2,2,2004.12,42086.52,3/27/2019,15:08,Epay,40082.4,4.761904762,2004.12,6.0,1539.0
1872,574-31-8277,B,Abuja,Member,Male,Fashion accessories,12106.8,1,605.34,12712.14,3/20/2019,19:55,Cash,12106.8,4.761904762,605.34,5.6,1540.0
1873,369-82-2676,B,Abuja,Normal,Male,Electronic accessories,27237.6,5,6809.4,142997.4,1/15/2019,18:22,Epay,136188.0,4.761904762,6809.4,7.8,1541.0
1874,563-47-4072,B,Abuja,Normal,Female,Health and beauty,20091.6,6,6027.48,126577.08,1/22/2019,11:52,Cash,120549.6,4.761904762,6027.48,9.9,1542.0
1875,149-15-7606,B,Abuja,Member,Male,Sports and travel,13435.2,9,6045.84,126962.64,3/6/2019,15:31,Epay,120916.8,4.761904762,6045.84,5.1,1543.0
1876,133-77-3154,B,Abuja,Member,Male,Fashion accessories,21664.8,4,4332.96,90992.16,2/16/2019,18:04,Card,86659.2,4.761904762,4332.96,9.4,1544.0
1877,322-02-2271,B,Abuja,Normal,Female,Sports and travel,15469.2,3,2320.38,48727.98,2/3/2019,11:46,Cash,46407.6,4.761904762,2320.38,9.3,1545.0
1878,725-67-2480,B,Abuja,Member,Female,Fashion accessories,21150.0,6,6345.0,133245.0,3/24/2019,18:14,Card,126900.0,4.761904762,6345.0,5.9,1546.0
1879,779-42-2410,B,Abuja,Member,Male,Food and beverages,20786.4,3,3117.96,65477.16,2/20/2019,13:06,Epay,62359.2,4.761904762,3117.96,7.7,1547.0
1880,190-14-3147,B,Abuja,Normal,Female,Health and beauty,6469.2,4,1293.84,27170.64,2/23/2019,20:43,Epay,25876.8,4.761904762,1293.84,6.4,1548.0
1881,679-22-6530,B,Abuja,Normal,Female,Sports and travel,14623.2,2,1462.32,30708.72,1/17/2019,10:01,Card,29246.4,4.761904762,1462.32,4.1,1549.0
1882,642-61-4706,B,Abuja,Member,Male,Food and beverages,33624.0,2,3362.4,70610.4,3/30/2019,16:34,Cash,67248.0,4.761904762,3362.4,5.5,1550.0
1883,576-31-4774,B,Abuja,Normal,Female,Health and beauty,26427.6,3,3964.14,83246.94,3/2/2019,13:10,Epay,79282.8,4.761904762,3964.14,4.0,1551.0
1884,242-11-3142,B,Abuja,Member,Male,Fashion accessories,30157.2,2,3015.72,63330.12,2/24/2019,19:57,Cash,60314.4,4.761904762,3015.72,4.6,1552.0
1885,752-23-3760,B,Abuja,Member,Female,Sports and travel,23068.8,7,8074.08,169555.68,2/19/2019,19:29,Card,161481.6,4.761904762,8074.08,7.3,1553.0
1886,528-87-5606,B,Abuja,Member,Female,Electronic accessories,14212.8,1,710.64,14923.44,2/12/2019,19:43,Cash,14212.8,4.761904762,710.64,6.5,1554.0
1887,320-85-2052,B,Abuja,Normal,Female,Sports and travel,12531.6,1,626.58,13158.18,1/14/2019,10:11,Card,12531.6,4.761904762,626.58,7.0,1555.0
1888,510-79-0415,B,Abuja,Member,Female,Sports and travel,8308.8,6,2492.64,52345.44,1/24/2019,19:20,Epay,49852.8,4.761904762,2492.64,4.9,1556.0
1889,241-96-5076,B,Abuja,Member,Female,Home and lifestyle,17676.0,2,1767.6,37119.6,1/8/2019,12:58,Card,35352.0,4.761904762,1767.6,6.4,1557.0
1890,767-97-4650,B,Abuja,Member,Female,Sports and travel,23338.8,2,2333.88,49011.48,1/8/2019,11:59,Card,46677.6,4.761904762,2333.88,8.0,1558.0
1891,826-58-8051,B,Abuja,Normal,Male,Home and lifestyle,22388.4,4,4477.68,94031.28,1/6/2019,19:46,Epay,89553.6,4.761904762,4477.68,4.3,1559.0
1892,176-64-7711,B,Abuja,Normal,Male,Food and beverages,11635.2,3,1745.28,36650.88,3/27/2019,19:11,Card,34905.6,4.761904762,1745.28,4.3,1560.0
1893,191-29-0321,B,Abuja,Member,Female,Fashion accessories,7117.2,10,3558.6,74730.6,2/27/2019,18:57,Card,71172.0,4.761904762,3558.6,5.0,1561.0
1894,729-06-2010,B,Abuja,Member,Male,Health and beauty,28969.2,9,13036.14,273758.94,1/6/2019,11:18,Cash,260722.8,4.761904762,13036.14,9.2,1562.0
1895,640-48-5028,B,Abuja,Member,Female,Home and lifestyle,31820.4,9,14319.18,300702.78,3/2/2019,12:40,Cash,286383.6,4.761904762,14319.18,6.3,1563.0
1896,186-79-9562,B,Abuja,Normal,Male,Health and beauty,25837.2,7,9043.02,189903.42,3/29/2019,14:06,Cash,180860.4,4.761904762,9043.02,8.9,1564.0
1897,834-45-5519,B,Abuja,Normal,Female,Electronic accessories,15480.0,4,3096.0,65016.0,1/31/2019,20:48,Epay,61920.0,4.761904762,3096.0,7.6,1565.0
1898,821-14-9046,B,Abuja,Member,Female,Fashion accessories,6292.8,6,1887.84,39644.64,1/18/2019,15:04,Card,37756.8,4.761904762,1887.84,6.1,1566.0
1899,418-05-0656,B,Abuja,Normal,Female,Fashion accessories,9201.6,7,3220.56,67631.76,2/2/2019,20:42,Cash,64411.2,4.761904762,3220.56,7.1,1567.0
1900,776-68-1096,B,Abuja,Normal,Male,Home and lifestyle,15883.2,3,2382.48,50032.08,3/18/2019,13:45,Card,47649.6,4.761904762,2382.48,7.9,1568.0
1901,434-35-9162,B,Abuja,Member,Male,Food and beverages,8402.4,4,1680.48,35290.08,2/4/2019,18:53,Epay,33609.6,4.761904762,1680.48,7.4,1569.0
1902,174-64-0215,B,Abuja,Normal,Male,Sports and travel,25106.4,10,12553.2,263617.2,3/5/2019,17:49,Card,251064.0,4.761904762,12553.2,8.9,1570.0
1903,299-29-0180,B,Abuja,Member,Female,Home and lifestyle,18784.8,7,6574.68,138068.28,3/9/2019,10:54,Cash,131493.6,4.761904762,6574.68,9.3,1571.0
1904,438-23-1242,B,Abuja,Normal,Male,Electronic accessories,27316.8,7,9560.88,200778.48,1/24/2019,10:38,Epay,191217.6,4.761904762,9560.88,8.9,1572.0
1905,238-45-6950,B,Abuja,Member,Male,Food and beverages,19339.2,1,966.96,20306.16,3/1/2019,20:03,Epay,19339.2,4.761904762,966.96,6.4,1573.0
1906,197-77-7132,B,Abuja,Member,Male,Electronic accessories,32961.6,8,13184.64,276877.44,1/12/2019,18:22,Epay,263692.8,4.761904762,13184.64,6.0,1574.0
1907,457-13-1708,B,Abuja,Member,Male,Fashion accessories,23482.8,10,11741.4,246569.4,1/8/2019,19:07,Card,234828.0,4.761904762,11741.4,5.2,1575.0
1908,487-79-6868,B,Abuja,Member,Female,Home and lifestyle,4424.4,9,1990.98,41810.58,3/26/2019,19:28,Card,39819.6,4.761904762,1990.98,8.0,1576.0
1909,210-30-7976,B,Abuja,Member,Female,Fashion accessories,8035.2,4,1607.04,33747.84,3/14/2019,11:16,Epay,32140.8,4.761904762,1607.04,4.1,1577.0
1910,775-72-1988,B,Abuja,Normal,Male,Home and lifestyle,26380.8,5,6595.2,138499.2,1/24/2019,15:05,Epay,131904.0,4.761904762,6595.2,8.4,1578.0
1911,785-96-0615,B,Abuja,Member,Female,Electronic accessories,12866.4,8,5146.56,108077.76,2/17/2019,15:28,Epay,102931.2,4.761904762,5146.56,4.9,1579.0
1912,842-40-8179,B,Abuja,Member,Female,Food and beverages,27792.0,10,13896.0,291816.0,2/11/2019,10:38,Card,277920.0,4.761904762,13896.0,5.6,1580.0
1913,525-09-8450,B,Abuja,Normal,Male,Electronic accessories,25966.8,10,12983.4,272651.4,1/31/2019,15:12,Card,259668.0,4.761904762,12983.4,4.2,1581.0
1914,593-14-4239,B,Abuja,Normal,Female,Home and lifestyle,34365.6,8,13746.24,288671.04,3/5/2019,19:40,Epay,274924.8,4.761904762,13746.24,4.7,1582.0
